term,sense,sentence,class,confidence,pred_labels,replace_words,target_words
float,float#v#3,He floated the logs down the river,literal,0.9,metaphorical,['tide'],['floated']
float,float#v#4,The Republicans are floating the idea of a tax reform,metaphorical,0.7,metaphorical,['drift'],['floating']
float,float#v#5,The dancer floated across the stage,metaphorical,0.7,metaphorical,['ride'],['floated']
float,float#v#8,The government floated the ruble for a few months,metaphorical,0.7,metaphorical,['tide'],['floated']
flood,flood#v#2,The swollen river flooded the village,literal,1.0,literal,['swamp'],['flooded']
flood,flood#v#3,flood the market with tennis shoes,metaphorical,0.7,literal,['swamp'],['flood']
flood,flood#v#4,Our basement flooded during the heavy rains,literal,0.9,literal,['flood'],['flooded']
flow,flow#v#1,The crowd flowed out of the stadium,metaphorical,0.7,metaphorical,['tide'],['flowed']
flow,flow#v#2,Water flowed into the cave,literal,1.0,metaphorical,['tide'],['flowed']
flow,flow#v#3,The artist flowed the washes on the paper,metaphorical,0.5,metaphorical,['eddy'],['flowed']
flow,flow#v#4,The champagne flowed at the wedding,metaphorical,0.5,metaphorical,['course'],['flowed']
flush,flush#v#2,The garbage flushed down the river,literal,0.6,metaphorical,['sluice'],['flushed']
flush,flush#v#3,the sky flushed with rosy splendor,metaphorical,0.7,metaphorical,['red'],['flushed']
flush,flush#v#5,flush the wound with antibiotics,metaphorical,0.5,literal,['flush'],['flush']
form,form#v#1,social groups form everywhere,literal,0.8,metaphorical,['stratification'],['form']
form,form#v#2,This wall forms the background of the stage setting,metaphorical,0.5,literal,['pattern'],['forms']
form,form#v#4,form the young child's character,metaphorical,0.6,metaphorical,['person'],['form']
form,form#v#7,the water formed little beads,literal,0.7,metaphorical,['mold'],['formed']
fracture,fracture#v#1,This writer really fractures the language.,metaphorical,0.7368,literal,['fault'],['fractures']
fracture,fracture#v#2,These events could fracture the balance of power.,metaphorical,0.9,misc,[''],['could']
fracture,fracture#v#3,The pothole fractured a bolt on the axle.,literal,0.96,literal,['fracture'],['fractured']
fracture,fracture#v#4,The tibia fractured from the blow of the iron pipe.,literal,1.0,literal,['fracture'],['fractured']
fuel,fuel#v#1,"fuel aircraft, ships, and cars",literal,1.0,literal,['aircraft'],['aircraft']
fuel,fuel#v#3,The tanker fueled in Bahrain,literal,0.9,metaphorical,['bunker'],['fueled']
fuel,fuel#v#4,fuel the debate on creationism,metaphorical,0.7,literal,['fire'],['fuel']
gag,gag#v#1,The press was gagged,metaphorical,0.7,metaphorical,['quip'],['gagged']
gag,gag#v#3,The burglars gagged the home owner and tied him to a chair,literal,1.0,metaphorical,['choke'],['gagged']
gag,gag#v#4,The students were gagging during dinner,literal,0.9,metaphorical,['muzzle'],['gagging']
gag,gag#v#5,he swallowed a fishbone and gagged,literal,1.0,metaphorical,['bolt'],['swallowed']
gain,gain#v#5,The home team was gaining ground,literal,0.7,metaphorical,['ground'],['gaining']
gain,gain#v#6,The stock market gained 24 points today,literal,0.7,metaphorical,['net'],['gained']
gain,gain#v#7,the peace movement gained momentum,literal,0.7,metaphorical,['advance'],['gained']
gain,gain#v#9,She gained 20 pounds when she stopped exercising,literal,0.9,metaphorical,['ground'],['gained']
gallop,gallop#v#1,He was galloping down the road,literal,0.7,literal,['gallop'],['galloping']
gallop,gallop#v#2,The horse was galloping along,literal,0.9,literal,['gallop'],['galloping']
gallop,gallop#v#3,Did you gallop the horse just now?,literal,0.9,literal,['gallop'],['gallop']
gather,gather#v#4,I gather you have not done your homework.,metaphorical,0.9,literal,['reap'],['gather']
gather,gather#v#7,She gathered her shawl around her shoulders.,literal,0.7,metaphorical,['pearl'],['gathered']
gather,gather#v#8,Our ancestors gathered nuts in the Fall.,literal,0.9,metaphorical,['pearl'],['gathered']
glare,glare#v#1,The girl glared at the man who tried to make a pass at her,literal,0.8,metaphorical,['fight'],['tried']
glow,glow#v#1,The fireflies were glowing and flying about in the garden,literal,1.0,literal,['glow'],['glowing']
glow,glow#v#2,Her face glowed when she came out of the sauna,metaphorical,0.6,metaphorical,['shine'],['glowed']
glow,glow#v#3,The coals were glowing in the dark,literal,0.9,literal,['glow'],['glowing']
glow,glow#v#4,Make the people's hearts glow,metaphorical,0.9,metaphorical,['devil'],['Make']
govern,govern#v#2,His belief in God governs his conduct,literal,0.6,metaphorical,['rule'],['governs']
govern,govern#v#3,Who is governing the country now?,literal,0.9,metaphorical,['zone'],['governing']
govern,govern#v#4,most transitive verbs govern the accusative case in German,metaphorical,0.5,literal,['rule'],['govern']
grab,grab#v#3,The passenger grabbed for the oxygen mask,literal,1.0,literal,['hook'],['grabbed']
grab,grab#v#5,She grabbed the child's hand and ran out of the room,literal,1.0,literal,['hook'],['grabbed']
grab,grab#v#6,This story will grab you,metaphorical,0.8,metaphorical,['remember'],['will']
gravitate,gravitate#v#1,The conversation gravitated towards politics,metaphorical,0.7,literal,['gravitate'],['gravitated']
gravitate,gravitate#v#2,Boys gravitate towards girls at that age,literal,0.6,literal,['gravitate'],['gravitate']
gravitate,gravitate#v#3,The stars gravitate towards each other,literal,0.7,literal,['gravitate'],['gravitate']
grind,grind#v#5,grind the spices in a mortar,literal,1.0,metaphorical,['pestle'],['grind']
grind,grind#v#6,grind designs into the glass bowl,literal,0.9,metaphorical,['trap'],['designs']
grind,grind#v#7,grind lenses for glasses and cameras,literal,1.0,literal,['lens'],['lenses']
grope,grope#v#1,She groped for her glasses in the darkness of the bedroom,literal,1.0,metaphorical,['fumble'],['groped']
grope,grope#v#2,His mind groped to make the connection,metaphorical,0.8,metaphorical,['fumble'],['groped']
grope,grope#v#3,He made some sexual advances at the woman in his office and groped her repeatedly,literal,0.9,metaphorical,['press'],['made']
grow,grow#v#10,The tree trunks had grown together,literal,1.0,metaphorical,['leaf'],['grown']
grow,grow#v#3,Corn doesn't grow here,literal,1.0,metaphorical,['root'],['grow']
grow,grow#v#4,He grows vegetables in his backyard,literal,1.0,metaphorical,['stool'],['grows']
guard,guard#v#1,There will be men guarding the horses.,literal,1.0,metaphorical,['leave'],['will']
guard,guard#v#2,Please guard my possessions while I'm away.,literal,0.7,literal,['guard'],['guard']
guard,guard#v#4,This vaccine will guard you against infection.,metaphorical,0.8,metaphorical,['volition'],['will']
gutter,gutter#v#1,The cooling lava continued to gutter toward lower ground.,metaphorical,0.5,literal,['cooling'],['cooling']
gutter,gutter#v#4,The roofer began to gutter the buildings.,literal,0.8,metaphorical,['bud'],['began']
hack,hack#v#2,I can't hack it anymore,metaphorical,0.7,literal,['Ca'],['ca']
hack,hack#v#3,he hacked his way through the forest,literal,0.9,metaphorical,['axe'],['hacked']
hack,hack#v#8,The patient with emphysema is hacking all day,literal,0.6,literal,['hack'],['hacking']
hail,hail#v#1,The critics hailed the young pianist as a new Rubinstein,literal,0.6,metaphorical,['herald'],['hailed']
hail,hail#v#2,She hails from Kalamazoo,literal,0.6,metaphorical,['herald'],['hails']
hail,hail#v#5,It hailed for an hour,literal,1.0,metaphorical,['herald'],['hailed']
harmonize,harmonize#v#1,The colors don't harmonize,metaphorical,0.7,literal,['blend'],['harmonize']
harmonize,harmonize#v#4,harmonize the different interests,literal,0.7,metaphorical,['key'],['harmonize']
harmonize,harmonize#v#5,harmonize one's goals with one's abilities,metaphorical,0.6,metaphorical,['key'],['harmonize']
head,head#v#1,where is she heading,literal,0.7,metaphorical,['tack'],['heading']
head,head#v#2,Who is heading this project?,literal,0.7,metaphorical,['lemma'],['heading']
head,head#v#3,The procession was headed by John,metaphorical,0.5,metaphorical,['captain'],['headed']
head,head#v#4,This student heads the class,metaphorical,0.5,metaphorical,['general'],['heads']
head,head#v#6,These rivers head from a mountain range in the Himalayas,metaphorical,0.6,metaphorical,['promontory'],['head']
head,head#v#7,The list was headed by the name of the president,literal,0.6,metaphorical,['crown'],['headed']
head,head#v#8,The wheat headed early this year,metaphorical,0.6,metaphorical,['crown'],['headed']
heap,heap#v#1,He heaped him with work,metaphorical,0.6,metaphorical,['cord'],['heaped']
heap,heap#v#2,heap firewood around the fireplace,literal,1.0,literal,['firewood'],['firewood']
heap,heap#v#3,heap the platter with potatoes,literal,0.8,literal,['pot'],['heap']
help,help#v#1,Everyone helped out during the earthquake,literal,0.9,metaphorical,['aid'],['helped']
help,help#v#2,These pills will help the patient,literal,0.9,metaphorical,['volition'],['will']
help,help#v#3,This will help to prevent accidents,literal,0.8,metaphorical,['leave'],['will']
help,help#v#4,I can't help myself--I have to smoke,literal,0.8,literal,['Ca'],['ca']
help,help#v#5,"I served him three times, and after that he helped himself",literal,0.9,metaphorical,['help'],['served']
help,help#v#6,This money will help the development of literacy in developing countries,literal,0.8,metaphorical,['volition'],['will']
help,help#v#7,She helped herself to some of the office supplies,literal,0.8,metaphorical,['aid'],['helped']
help,help#v#8,New slipcovers will help the old living room furniture,metaphorical,0.5,metaphorical,['leave'],['will']
hunt,hunt#v#1,Goering often hunted wild boars in Poland,literal,1.0,literal,['Goring'],['Goering']
hunt,hunt#v#2,The hunters traced the deer into the woods,literal,1.0,metaphorical,['hunt'],['traced']
hunt,hunt#v#3,They hunted the unwanted immigrants out of the neighborhood,literal,0.6,literal,['rabbit'],['hunted']
hunt,hunt#v#5,The oscillator hunts about the correct frequency,metaphorical,0.7,metaphorical,['stalk'],['hunts']
hunt,hunt#v#6,She hunted for her reading glasses but was unable to locate them,metaphorical,0.5,literal,['hunt'],['hunted']
hunt,hunt#v#7,The King used to hunt these forests,literal,0.8,metaphorical,['practice'],['used']
hurt,hurt#v#2,This exercise will hurt your back,literal,0.9,metaphorical,['volition'],['will']
hurt,hurt#v#4,Our business was hurt by the new competition,literal,0.7,metaphorical,['expense'],['hurt']
hurt,hurt#v#5,She hurt me when she did not include me among her guests,metaphorical,0.5,metaphorical,['pain'],['hurt']
hurt,hurt#v#6,Were you hurting after the accident?,literal,0.9,metaphorical,['agony'],['hurting']
ignite,ignite#v#1,Great heat can ignite almost any dry matter,literal,0.9,metaphorical,['toilet'],['can']
ignite,ignite#v#2,Marsh gases ignited suddenly,literal,0.9,literal,['heat'],['ignited']
ignite,ignite#v#3,The ostentatious way of living of the rich ignites the hatred of the poor,metaphorical,0.7,metaphorical,['ferment'],['ignites']
immigrate,immigrate#v#1,only few plants can immigrate to the island,literal,0.7,metaphorical,['toilet'],['can']
immigrate,immigrate#v#2,Britain immigrated many colonists to America,literal,0.9,literal,['immigrate'],['immigrated']
immigrate,immigrate#v#3,Many people immigrated at the beginning of the 20th century,literal,0.9,literal,['immigrate'],['immigrated']
impress,impress#v#1,This child impressed me as unusually mature,literal,0.8,metaphorical,['touch'],['impressed']
impress,impress#v#2,The young chess player impressed her audience,literal,0.9,metaphorical,['touch'],['impressed']
impress,impress#v#4,"To make a batik, you impress a design with wax",literal,0.6,metaphorical,['frame'],['make']
incline,incline#v#2,He inclined his ear to the wise old man,literal,0.6,metaphorical,['pitch'],['inclined']
incline,incline#v#3,She inclined her head to the student,literal,0.9,metaphorical,['pitch'],['inclined']
incline,incline#v#5,She inclines to the view that people should be allowed to expres their religious beliefs,metaphorical,0.5,metaphorical,['lean'],['inclines']
incline,incline#v#6,Their language inclines us to believe them,metaphorical,0.9,metaphorical,['tend'],['inclines']
include,include#v#1,The list includes the names of many famous writers,literal,0.9,metaphorical,['count'],['includes']
include,include#v#2,I include you in the list of culprits,literal,0.8,metaphorical,['count'],['include']
include,include#v#3,We must include this chemical element in the group,literal,0.9,literal,['must'],['must']
indicate,indicate#v#1,These symptoms indicate a serious illness,literal,0.8,metaphorical,['signal'],['indicate']
indicate,indicate#v#3,indicated his wishes in a letter,literal,0.8,metaphorical,['finger'],['indicated']
indicate,indicate#v#5,Tetracycline is indicated in such cases,literal,0.8,metaphorical,['signal'],['indicated']
induct,induct#v#1,There was a ceremony to induct the president of the Academy.,literal,0.9,metaphorical,['seat'],['induct']
induct,induct#v#3,We were inducted into the honor society.,literal,1.0,metaphorical,['seat'],['inducted']
induct,induct#v#5,The young geisha was inducted into the ways of her profession.,literal,0.68,metaphorical,['induce'],['inducted']
infect,infect#v#1,Your children have infected you with this head cold,literal,0.8,metaphorical,['taint'],['infected']
infect,infect#v#3,society was infected by racism,metaphorical,0.7,metaphorical,['taint'],['infected']
infect,infect#v#4,His laughter infects everyone who is in the same room,metaphorical,0.6,metaphorical,['taint'],['infects']
inflate,inflate#v#1,The charges were inflated,metaphorical,0.7,literal,['inflated'],['inflated']
inflate,inflate#v#3,The war inflated the economy,metaphorical,0.5,metaphorical,['expand'],['inflated']
inflate,inflate#v#4,inflate the currency,metaphorical,0.6,literal,['expand'],['inflate']
inform,inform#v#1,I informed him of his rights,literal,0.9,metaphorical,['regret'],['informed']
inform,inform#v#2,The principles that inform modern teaching,literal,0.7,literal,['teach'],['inform']
inform,inform#v#3,She had informed on her own parents for years,literal,0.8,metaphorical,['regret'],['informed']
inherit,inherit#v#1,I inherited a castle from my French grandparents,literal,0.9,literal,['hereditary'],['inherited']
inherit,inherit#v#2,The new chairman inherited many problems from the previous chair,literal,0.7,literal,['hereditary'],['inherited']
inherit,inherit#v#3,I inherited my good eyesight from my mother,literal,0.9,metaphorical,['familial'],['inherited']
inject,inject#v#1,We injected the glucose into the patient's vein,literal,1.0,metaphorical,['shoot'],['injected']
inject,inject#v#2,He injected new life into the performance,metaphorical,0.8,metaphorical,['pop'],['injected']
inject,inject#v#3,inject hydrogen into the balloon,literal,1.0,literal,['hydrogen'],['hydrogen']
interrupt,interrupt#v#1,We interrupt the program for the following messages,literal,0.9,metaphorical,['break'],['interrupt']
interrupt,interrupt#v#2,Don't interrupt me when I'm reading,literal,0.9,literal,['pause'],['interrupt']
interrupt,interrupt#v#3,Please don't interrupt me while I'm on the phone,literal,0.9,literal,['pause'],['interrupt']
interrupt,interrupt#v#4,She interrupted her pregnancy,metaphorical,0.5,metaphorical,['break'],['interrupted']
intervene,intervene#v#1,Why did the U.S. not intervene earlier in WW II?,literal,1.0,literal,['intervene'],['intervene']
intervene,intervene#v#2,This interludes intervenes between the two movements,metaphorical,0.5,literal,['interlude'],['interludes']
intervene,intervene#v#3,The war intervened between the birth of her two children.,metaphorical,0.5,literal,['intervene'],['intervened']
introduce,introduce#v#2,A new word processor was introduced,literal,0.9,metaphorical,['plug'],['introduced']
introduce,introduce#v#5,introduce exotic fruits,literal,0.8,metaphorical,['sandwich'],['introduce']
introduce,introduce#v#8,introduce legislation,literal,0.7,metaphorical,['preamble'],['introduce']
invade,invade#v#1,"Hitler invaded Poland on September 1, 1939",literal,0.9,literal,['invade'],['invaded']
invade,invade#v#2,This new colleague invades my territory,literal,0.7,metaphorical,['invade'],['invades']
invade,invade#v#4,The cancer had invaded her lungs,literal,0.6,literal,['invade'],['invaded']
invite,invite#v#2,Can I invite you for dinner on Sunday night?,literal,0.9,metaphorical,['ass'],['Can']
invite,invite#v#5,I invited them to a restaurant,literal,0.9,literal,['welcome'],['invited']
invite,invite#v#6,We invited the neighbors in for a cup of coffee,literal,0.8,literal,['welcome'],['invited']
invite,invite#v#7,The organizers invite submissions of papers for the conference,literal,0.8,metaphorical,['challenge'],['invite']
involve,involve#v#2,Don't involve me in your family affairs!,literal,0.7,metaphorical,['ask'],['involve']
involve,involve#v#3,This decision involves many changes,literal,0.9,metaphorical,['need'],['involves']
involve,involve#v#5,Dinner at Joe's always involves at least six courses,literal,0.8,metaphorical,['draw'],['involves']
involve,involve#v#6,His story completely involved me during the entire afternoon,literal,0.6,metaphorical,['Byzantine'],['involved']
involve,involve#v#7,The situation was rather involved,literal,0.6,metaphorical,['demand'],['involved']
jam,jam#v#2,The driver jammed the brake pedal to the floor,literal,0.7,literal,['ram'],['jammed']
jam,jam#v#5,the mechanism jammed,literal,0.7,metaphorical,['block'],['jammed']
jam,jam#v#6,the theater was jampacked,metaphorical,0.5,metaphorical,['swing'],['was']
join,join#v#1,He joined the Communist Party as a young man,literal,0.8,metaphorical,['yoke'],['joined']
join,join#v#2,join these two parts so that they fit together,literal,0.9,metaphorical,['articulation'],['join']
join,join#v#3,She joined him for a drink,literal,0.9,metaphorical,['scarf'],['joined']
join,join#v#4,The two roads join here,literal,0.6,metaphorical,['bridge'],['join']
juggle,juggle#v#2,juggle an account so as to hide a deficit,metaphorical,0.8,literal,['veil'],['hide']
juggle,juggle#v#3,She had to juggle her job and her children,metaphorical,0.9,metaphorical,['juggling'],['juggle']
juggle,juggle#v#5,the player juggled the ball,literal,1.0,metaphorical,['juggle'],['juggled']
key,key#v#2,We were keyed after the locks were changed in the building,metaphorical,0.5,metaphorical,['key'],['keyed']
key,key#v#3,His new Mercedes was keyed last night in the parking lot,literal,0.8,metaphorical,['key'],['keyed']
key,key#v#5,key one's actions to the voters' prevailing attitude,metaphorical,0.5,metaphorical,['rule'],['prevailing']
kick,kick#v#3,The boy kicked the dog.,literal,0.9,metaphorical,['plain'],['kicked']
kick,kick#v#5,The gun kicked back into my shoulder.,metaphorical,0.6,metaphorical,['boot'],['kicked']
kick,kick#v#7,He kicked the extra point after touchdown.,literal,0.7,literal,['kick'],['kicked']
land,land#v#1,The bird landed on the highest branch,literal,0.9,metaphorical,['ground'],['landed']
land,land#v#2,the pilot managed to land the airplane safely,literal,1.0,metaphorical,['pump'],['managed']
land,land#v#3,this may land you in jail,metaphorical,0.8,literal,['may'],['may']
land,land#v#4,The drug smugglers landed the heroin on the beach of the island,literal,0.9,metaphorical,['ground'],['landed']
land,land#v#5,He landed several blows on his opponent's head,literal,0.9,metaphorical,['down'],['landed']
land,land#v#6,The ship landed in Pearl Harbor,literal,0.9,literal,['shore'],['landed']
land,land#v#7,the enemy landed several of our aircraft,literal,1.0,metaphorical,['ground'],['landed']
lay,lay#v#2,lay the books on the table,literal,0.9,metaphorical,['coffin'],['lay']
lay,lay#v#3,lay the foundation for a new health care plan,metaphorical,0.6,metaphorical,['space'],['lay']
lay,lay#v#4,This hen doesn't lay,literal,0.8,metaphorical,['load'],['lay']
lay,lay#v#5,lay a responsibility on someone,metaphorical,0.6,metaphorical,['charge'],['lay']
leak,leak#v#1,The news were leaked to the paper,metaphorical,0.6,literal,['leak'],['leaked']
leak,leak#v#2,The news leaked out despite his secrecy,metaphorical,0.7,literal,['leak'],['leaked']
leak,leak#v#3,Water leaked out of the can into the backpack,literal,1.0,metaphorical,['bilge'],['leaked']
leak,leak#v#4,The container leaked gasoline,literal,1.0,literal,['leak'],['leaked']
lean,lean#v#1,She leaned over the banister,literal,1.0,metaphorical,['angle'],['leaned']
lean,lean#v#2,He leaned his rifle against the wall,literal,1.0,metaphorical,['angle'],['leaned']
lean,lean#v#4,We can lean on this man,metaphorical,0.6,metaphorical,['ass'],['can']
lend,lend#v#1,Her presence lends a certain cachet to the company,literal,0.6,metaphorical,['trust'],['lends']
lend,lend#v#2,I will lend you my car,literal,0.9,metaphorical,['remember'],['will']
lend,lend#v#3,This story would lend itself well to serialization on television,metaphorical,0.6,misc,[''],['would']
level,level#v#1,level criticism or charges at somebody,metaphorical,0.7,metaphorical,['thrust'],['criticism']
level,level#v#2,The building was levelled,literal,0.9,metaphorical,['flush'],['levelled']
level,level#v#5,I have to level with you,metaphorical,0.7,metaphorical,['even'],['level']
level,level#v#6,The ground levelled off,literal,1.0,metaphorical,['charge'],['levelled']
lie,lie#v#5,She lied when she told me she was only 29.,literal,0.9,metaphorical,['back'],['lied']
lie,lie#v#6,The fate of Bosnia lies in the hands of the West.,metaphorical,0.7,metaphorical,['rest'],['lies']
lie,lie#v#7,Lie down on the bed until you feel better.,literal,1.0,metaphorical,['back'],['Lie']
lighten,lighten#v#1,the conversation lightened me up a bit,metaphorical,0.5,metaphorical,['light'],['lightened']
lighten,lighten#v#2,she lightened the load on the tired donkey,literal,0.8,metaphorical,['light'],['lightened']
lighten,lighten#v#3,"after a glass of wine, he lightened up a bit",metaphorical,0.7,metaphorical,['light'],['lightened']
lighten,lighten#v#5,The room lightened up,literal,0.7,metaphorical,['light'],['lightened']
like,like#v#2,She likes to read Russian novels,literal,0.9,literal,['love'],['likes']
like,like#v#4,How did you like the President's speech last night?,literal,0.8,metaphorical,['please'],['like']
like,like#v#5,I'd like a beer now!,literal,0.9,misc,[''],"[""'d""]"
line,line#v#1,trees line the riverbank,literal,0.6,literal,['rim'],['line']
line,line#v#4,sorrow had lined his face,metaphorical,0.8,metaphorical,['face'],['lined']
line,line#v#6,lined books are more enduring,literal,0.8,metaphorical,['face'],['lined']
live,live#v#1,People lived in Africa millions of years ago,literal,0.9,metaphorical,['people'],['lived']
live,live#v#2,we had to live frugally after the war,literal,0.8,metaphorical,['people'],['live']
live,live#v#7,You must accept yourself and others if you really want to live,literal,0.7,literal,['must'],['must']
load,load#v#1,load the truck with hay,literal,1.0,literal,['pack'],['load']
load,load#v#2,He loaded his gun carefully,literal,1.0,metaphorical,['tight'],['loaded']
load,load#v#4,load the bags onto the trucks,literal,1.0,literal,['pack'],['load']
locate,locate#v#1,Can you locate your cousins in the Midwest?,literal,0.9545,metaphorical,['ass'],['Can']
locate,locate#v#2,Our sense of sight enables us to locate objects in space.,literal,0.9,literal,['enable'],['enables']
locate,locate#v#3,The company located some of their agents in Los Angeles.,literal,0.9524,metaphorical,['base'],['located']
lock,lock#v#1,Lock the bike to the fence!,literal,0.9,metaphorical,['curl'],['Lock']
lock,lock#v#3,The therapist noticed that the patient's knees tended to lock in this exercise.,literal,0.52,metaphorical,['sense'],['noticed']
lock,lock#v#4,He locked his hands around her neck.,metaphorical,0.8,literal,['bolt'],['locked']
lock,lock#v#5,They were locked in embrace.,metaphorical,0.7,metaphorical,['mesh'],['locked']
lock,lock#v#6,He was locked in a laughing fit.,metaphorical,1.0,literal,['bolt'],['locked']
lock,lock#v#7,She locked her jewels in the safe.,literal,0.7,literal,['bolt'],['locked']
look,look#v#1,She looked over the expanse of land,literal,0.9,metaphorical,['face'],['looked']
look,look#v#3,The child looks unhappy,literal,0.8,metaphorical,['squint'],['looks']
look,look#v#4,We looked all day and finally found the child in the forest,literal,1.0,metaphorical,['face'],['looked']
look,look#v#5,The house looks north,metaphorical,0.8,metaphorical,['front'],['looks']
look,look#v#7,She looked her devotion to me,literal,0.6,metaphorical,['bet'],['looked']
look,look#v#9,You don't look your age!,literal,0.7,literal,['feel'],['look']
loop,loop#v#1,The bicycle looped around the tree.,metaphorical,0.5,literal,['curl'],['looped']
loop,loop#v#3,The stunt pilot looped his plane.,metaphorical,0.6,literal,['coil'],['looped']
loop,loop#v#5,He looped the watch through his belt.,literal,0.7,literal,['noose'],['looped']
map,map#v#1,map the surface of Venus,literal,0.8,literal,['mapping'],['map']
map,map#v#2,We haven't even begun to map the many galaxies that we know exist,literal,0.7,metaphorical,['get'],['begun']
map,map#v#5,sorrow was mapped on the mother's face,metaphorical,0.7,metaphorical,['plat'],['mapped']
march,march#v#2,The Japanese marched their prisoners through Manchuria,literal,0.9,metaphorical,['troop'],['marched']
march,march#v#3,He marched into the classroom and announced the exam,literal,0.6,metaphorical,['process'],['marched']
march,march#v#6,They marched the mules into the desert,literal,0.7,metaphorical,['edge'],['marched']
match,match#v#2,The company matched the employees' contributions.,literal,0.9,metaphorical,['balance'],['matched']
match,match#v#6,This job doesn't match my dreams.,literal,0.8,metaphorical,['touch'],['match']
match,match#v#8,Let them match their best athletes against ours.,literal,0.6,metaphorical,['trust'],['Let']
match,match#v#9,The two pieces match.,literal,0.9545,metaphorical,['pair'],['match']
mean,mean#v#1,You never understand what I mean!,literal,0.6,metaphorical,['touch'],['understand']
mean,mean#v#2,The water shortage means that we have to stop taking long showers.,literal,0.8,metaphorical,['escape'],['means']
mean,mean#v#7,These flowers were meant for you.,literal,0.6,metaphorical,['denote'],['meant']
mellow,mellow#v#1,Age and experience mellowed him over the years,literal,0.6,metaphorical,['years'],['Age']
mellow,mellow#v#2,"With age, he mellowed",literal,0.6,metaphorical,['melt'],['mellowed']
mellow,mellow#v#3,These apples need to mellow a bit more,metaphorical,0.5,literal,['need'],['need']
melt,melt#v#1,The wax melted in the sun,literal,1.0,literal,['liquid'],['melted']
melt,melt#v#2,The sun melted the ice,literal,0.9,literal,['melt'],['melted']
melt,melt#v#4,Hundreds of actors were melting into the scene,metaphorical,0.7,metaphorical,['fuse'],['melting']
melt,melt#v#6,her resistance melted under his charm,metaphorical,0.7,metaphorical,['try'],['melted']
miss,miss#v#1,I missed that remark,literal,0.8,metaphorical,['regret'],['missed']
miss,miss#v#2,He misses his mother,literal,0.6,metaphorical,['maid'],['misses']
miss,miss#v#3,I missed the concert,literal,0.9,metaphorical,['jump'],['missed']
miss,miss#v#4,How could I miss that typo?,literal,0.7,misc,[''],['could']
miss,miss#v#5,She missed her train,literal,0.9,metaphorical,['escape'],['missed']
miss,miss#v#7,The arrow missed the target,literal,0.8,metaphorical,['jump'],['missed']
miss,miss#v#8,The child had been missing for a week,literal,0.9,metaphorical,['jump'],['missing']
miss,miss#v#9,"Fortunately, I missed the hurricane",literal,0.9,metaphorical,['jump'],['missed']
moderate,moderate#v#1,John moderated the discussion,literal,0.8,metaphorical,['chair'],['moderated']
moderate,moderate#v#3,moderate your alcohol intake,literal,0.9,metaphorical,['thermostat'],['moderate']
moderate,moderate#v#4,He moderated his tone when the students burst out in tears,literal,0.8,metaphorical,['temper'],['moderated']
mold,mold#v#2,The furniture molded in the old house,literal,0.7,metaphorical,['mound'],['molded']
mold,mold#v#4,She molded the rice balls carefully,literal,0.7,literal,['mold'],['molded']
mold,mold#v#5,The dress molds her beautiful figure,metaphorical,0.7,literal,['mould'],['molds']
mount,mount#v#1,They mounted the aerator on a floating,literal,0.9,metaphorical,['jump'],['mounted']
mount,mount#v#3,mount slides for macroscopic analysis,literal,0.9,literal,['glide'],['slides']
mount,mount#v#4,mount a campaign against pornography,metaphorical,0.5,literal,['advance'],['mount']
mount,mount#v#7,mount a theater production,metaphorical,0.7,metaphorical,['wax'],['mount']
nag,nag#v#2,nagging concerns and doubts,metaphorical,0.5,literal,['nagging'],['nagging']
name,name#v#1,They named their son David,literal,1.0,metaphorical,['style'],['named']
name,name#v#2,Many senators were named in connection with the scandal,literal,0.9,metaphorical,['number'],['named']
name,name#v#3,She was named Head of the Committee,literal,0.6,metaphorical,['term'],['named']
name,name#v#5,name your accomplices!,literal,1.0,metaphorical,['remember'],['name']
name,name#v#6,His name was mentioned in connection with the invention,literal,1.0,metaphorical,['name'],['mentioned']
neutralize,neutralize#v#1,The treaty neutralized the small republic,metaphorical,0.5,metaphorical,['counterbalance'],['neutralized']
neutralize,neutralize#v#2,Her optimism neutralizes his gloom,metaphorical,0.6,metaphorical,['counterbalance'],['neutralizes']
neutralize,neutralize#v#6,She neutralized the solution,literal,0.7,metaphorical,['counteract'],['neutralized']
nod,nod#v#1,He nodded his approval,literal,0.9,metaphorical,['nod'],['nodded']
nod,nod#v#2,The teacher nodded when the student gave the right answer,literal,1.0,metaphorical,['nod'],['nodded']
nod,nod#v#3,The old man was nodding in his chair,literal,0.6,literal,['nodding'],['nodding']
nod,nod#v#4,the flowers were nodding in the breeze,metaphorical,0.8,literal,['weeping'],['nodding']
nod,nod#v#5,The old man sat nodding by the fireplace,literal,1.0,metaphorical,['posture'],['sat']
note,note#v#2,She noted that someone was following her,literal,0.6,metaphorical,['notice'],['noted']
note,note#v#3,Take note of this chemical reaction,literal,0.6,metaphorical,['sample'],['Take']
note,note#v#4,she noted everything the teacher said that morning,literal,0.7,metaphorical,['remark'],['noted']
offset,offset#v#1,offset deposits and withdrawals,literal,0.9,literal,['offset'],['offset']
offset,offset#v#2,His skills offset his opponent's superior strength,literal,0.7,metaphorical,['counterbalance'],['offset']
offset,offset#v#5,offset the conference proceedings,literal,0.6,metaphorical,['commencement'],['offset']
oppose,oppose#v#1,We oppose the ban on abortion,literal,0.9,literal,['veto'],['oppose']
